geo;date;values
Allemagne;2008-05-01;112,6196553924697
Espagne;2008-05-01;120,9975864843122
France;2008-05-01;105,9371671991480
Italie;2008-05-01;120,5298013245033
Allemagne;2008-06-01;112,7313337587747
Espagne;2008-06-01;120,9171359613838
France;2008-06-01;106,2566560170394
Italie;2008-06-01;121,0264900662252
Allemagne;2008-07-01;112,9068283343969
Espagne;2008-07-01;120,9171359613838
France;2008-07-01;106,5362087326943
Italie;2008-07-01;121,3576158940397
Allemagne;2008-08-01;112,7791959157626
Espagne;2008-08-01;121,3515687851971
France;2008-08-01;107,4281150159744
Italie;2008-08-01;121,6887417218543
Allemagne;2008-09-01;112,8111040204212
Espagne;2008-09-01;121,5124698310539
France;2008-09-01;107,8407880724175
Italie;2008-09-01;121,8543046357616
Allemagne;2008-10-01;112,8111040204212
Espagne;2008-10-01;121,3676588897828
France;2008-10-01;107,5212992545261
Italie;2008-10-01;122,0198675496689
Allemagne;2008-11-01;112,8111040204212
Espagne;2008-11-01;121,4481094127112
France;2008-11-01;108,0804046858360
Italie;2008-11-01;122,0198675496689
Allemagne;2008-12-01;112,6037013401404
Espagne;2008-12-01;121,2228479485117
France;2008-12-01;107,9605963791267
Italie;2008-12-01;122,0198675496689
Allemagne;2009-01-01;112,5239310784939
Espagne;2009-01-01;120,5792437650845
France;2009-01-01;106,9488817891374
Italie;2009-01-01;122,6821192052980
Allemagne;2009-02-01;112,4920229738354
Espagne;2009-02-01;118,8093322606597
France;2009-02-01;106,7492012779553
Italie;2009-02-01;122,3509933774835
Allemagne;2009-03-01;112,7472878111040
Espagne;2009-03-01;118,9380530973451
France;2009-03-01;107,6810436634718
Italie;2009-03-01;122,5165562913907
Allemagne;2009-04-01;112,6994256541161
Espagne;2009-04-01;118,5840707964602
France;2009-04-01;107,3216187433440
Italie;2009-04-01;122,5165562913907
Allemagne;2009-05-01;112,7153797064454
Espagne;2009-05-01;118,8093322606597
France;2009-05-01;107,8807241746539
Italie;2009-05-01;122,6821192052980
Allemagne;2009-06-01;112,3803446075303
Espagne;2009-06-01;117,8921962992760
France;2009-06-01;108,4664536741214
Italie;2009-06-01;122,6821192052980
Allemagne;2009-07-01;112,5239310784939
Espagne;2009-07-01;117,3129525341915
France;2009-07-01;108,1203407880724
Italie;2009-07-01;122,6821192052980
Allemagne;2009-08-01;112,5239310784939
Espagne;2009-08-01;116,3314561544650
France;2009-08-01;107,6144834930777
Italie;2009-08-01;122,8476821192053
Allemagne;2009-09-01;112,3324824505424
Espagne;2009-09-01;115,4947707160097
France;2009-09-01;106,1235356762513
Italie;2009-09-01;122,8476821192053
Allemagne;2009-10-01;112,3803446075303
Espagne;2009-10-01;116,0257441673371
France;2009-10-01;106,7625133120341
Italie;2009-10-01;122,8476821192053
Allemagne;2009-11-01;112,4441608168475
Espagne;2009-11-01;116,2188254223652
France;2009-11-01;106,4962726304579
Italie;2009-11-01;123,0132450331126
Allemagne;2009-12-01;112,2208040842374
Espagne;2009-12-01;115,9935639581657
France;2009-12-01;107,6544195953142
Italie;2009-12-01;122,6821192052980
Allemagne;2010-01-01;112,5079770261647
Espagne;2010-01-01;116,2992759452936
France;2010-01-01;107,5745473908413
Italie;2010-01-01;122,8476821192053
Allemagne;2010-02-01;112,4601148691768
Espagne;2010-02-01;116,0418342719228
France;2010-02-01;107,1884984025559
Italie;2010-02-01;123,0132450331126
Allemagne;2010-03-01;112,5717932354818
Espagne;2010-03-01;116,1705551086082
France;2010-03-01;108,4398296059638
Italie;2010-03-01;123,0132450331126
Allemagne;2010-04-01;112,6515634971283
Espagne;2010-04-01;115,9613837489944
France;2010-04-01;107,2949946751863
Italie;2010-04-01;123,3443708609272
Allemagne;2010-05-01;112,4920229738354
Espagne;2010-05-01;115,6717618664521
France;2010-05-01;106,6959531416400
Italie;2010-05-01;123,5099337748344
Allemagne;2010-06-01;112,5398851308233
Espagne;2010-06-01;115,4625905068383
France;2010-06-01;106,0569755058573
Italie;2010-06-01;123,6754966887417
Allemagne;2010-07-01;112,3324824505424
Espagne;2010-07-01;117,4899436846340
France;2010-07-01;108,2401490947817
Italie;2010-07-01;124,0066225165563
Allemagne;2010-08-01;112,4601148691768
Espagne;2010-08-01;117,2325020112631
France;2010-08-01;106,5894568690096
Italie;2010-08-01;124,0066225165563
Allemagne;2010-09-01;112,5877472878111
Espagne;2010-09-01;117,0555108608206
France;2010-09-01;107,8407880724175
Italie;2010-09-01;124,5033112582781
Allemagne;2010-10-01;112,6834716017868
Espagne;2010-10-01;117,3129525341915
France;2010-10-01;107,1086261980830
Italie;2010-10-01;124,8344370860927
Allemagne;2010-11-01;112,5717932354818
Espagne;2010-11-01;117,8600160901046
France;2010-11-01;106,6560170394036
Italie;2010-11-01;125,0000000000000
Allemagne;2010-12-01;112,5877472878111
Espagne;2010-12-01;117,8600160901046
France;2010-12-01;107,8674121405751
Italie;2010-12-01;125,3311258278146
Allemagne;2011-01-01;112,5717932354818
Espagne;2011-01-01;117,9082864038616
France;2011-01-01;108,7460063897764
Italie;2011-01-01;125,4966887417219
Allemagne;2011-02-01;112,6515634971283
